1000 10000
885 341 24
459 982 61
87 532 35
901 982 54
472 804 59
990 888 34
134 399 45
395 893 49
334 326 52
242 135 8
656 20 1
679 479 84
291 567 16
125 820 50
78 644 6
989 635 94
774 769 94
218 516 39
166 850 65
117 444 1
277 100 21
777 131 53
260 422 20
627 548 92
976 978 36
481 967 71
227 93 92
20 311 8
410 829 10
775 947 54
627 576 6
499 353 37
851 966 60
122 593 8
213 570 86
949 403 6
671 630 99
163 2 11
170 413 92
732 540 39
385 167 15
843 18 21
79 870 87
90 344 80
297 558 2
835 859 6
340 530 88
290 45 91
552 216 4
644 300 96
34 685 63
649 880 81
969 960 3
607 50 48
486 700 58
640 535 17
845 227 99
384 869 45
574 422 13
529 418 13
24 452 50
38 453 31
71 774 91
973 381 93
572 220 93
81 860 80
97 705 59
996 441 29
292 16 3
804 897 21
616 274 73
465 312 27
195 383 1
237 709 35
330 633 55
474 715 15
506 164 72
764 512 13
892 804 81
146 608 79
466 576 53
591 42 17
169 237 1
521 827 62
255 157 95
561 983 62
375 489 79
246 254 91
911 498 96
591 645 56
521 463 33
373 406 27
242 575 16
142 97 43
455 704 100
401 266 84
63 993 25
241 592 79
283 503 30
130 446 75
938 968 90
970 693 97
748 935 24
763 429 73
606 884 78
605 286 96
940 701 89
765 294 81
195 929 36
124 60 83
50 998 51
792 320 44
588 68 80
311 831 9
484 789 46
713 747 32
208 687 85
48 804 79
481 352 60
416 828 20
798 231 70
148 23 90
544 963 10
875 626 94
283 110 83
928 175 30
211 735 70
547 136 26
177 617 30
737 33 59
356 184 90
326 684 13
967 228 76
677 103 2
922 739 65
604 19 92
34 583 28
855 130 16
480 308 33
810 45 18
320 753 2
709 79 87
473 399 67
200 76 23
553 998 14
369 954 85
361 340 68
440 195 51
655 28 59
487 190 56
56 510 9
458 571 41
896 44 40
914 596 68
36 149 18
601 519 72
186 880 65
705 672 12
355 327 40
665 166 82
372 222 44
833 32 15
373 928 11
664 195 7
31 583 9
100 185 28
123 723 60
487 428 32
399 136 11
690 153 29
172 878 3
867 711 36
782 84 16
444 100 11
703 483 95
111 583 32
390 706 55
549 194 35
732 945 71
594 635 77
622 807 55
224 675 66
211 809 2
479 605 2
589 660 85
635 123 20
866 513 26
172 414 72
907 146 17
129 92 53
857 714 12
111 291 39
428 502 100
829 981 6
682 923 18
18 910 42
937 777 7
915 301 22
86 208 20
555 690 13
307 547 79
570 11 70
509 439 25
608 621 6
665 655 29
383 26 92
576 315 69
282 230 22
755 669 83
375 224 73
439 531 72
217 101 83
639 962 75
563 571 48
468 588 3
649 323 29
740 899 45
960 182 27
833 937 96
915 664 20
39 455 3
711 673 57
745 312 71
571 227 94
18 695 83
473 696 6
953 788 58
749 100 92
776 934 81
823 849 46
95 889 1
897 952 26
505 49 90
76 621 17
569 639 65
3 464 61
761 418 2
418 167 2
609 295 36
89 119 38
586 214 79
539 463 31
164 321 80
806 749 1
322 318 93
238 674 9
851 435 27
252 853 47
105 814 94
893 903 13
530 842 79
408 381 95
590 897 16
469 703 65
322 378 35
166 616 9
474 467 44
553 71 49
151 177 63
44 70 19
409 952 61
987 712 94
733 302 91
448 123 47
264 445 77
751 963 45
911 790 65
507 695 88
955 846 65
570 242 87
88 651 91
448 991 3
893 724 5
235 525 29
281 141 26
409 892 42
506 804 32
70 311 27
57 618 25
574 188 67
512 276 71
403 76 62
5 321 86
262 557 11
642 190 53
819 600 97
960 106 53
243 528 16
221 937 35
45 511 75
464 376 4
534 779 32
595 136 54
732 398 11
395 392 1
199 212 53
895 172 59
748 768 39
615 989 77
749 35 40
776 851 16
79 385 47
810 332 84
863 64 34
473 459 79
626 658 91
378 906 15
589 654 83
327 269 73
355 371 60
895 147 11
162 578 48
561 388 80
744 604 96
29 429 56
59 55 66
949 434 72
716 23 78
250 702 100
774 58 71
333 305 70
95 819 48
594 380 88
73 476 92
969 506 22
676 917 77
41 867 63
313 935 38
942 185 41
841 312 51
111 645 56
232 93 75
931 687 56
19 113 84
710 434 90
183 110 8
360 503 27
674 168 14
12 111 51
404 952 63
206 416 61
961 648 54
887 580 93
194 599 58
978 661 92
619 845 54
178 557 58
956 583 26
669 947 89
272 351 42
834 557 58
394 870 58
399 110 90
92 656 41
601 986 3
193 606 100
598 136 57
155 93 92
233 114 40
773 386 91
914 573 1
823 967 23
733 367 85
222 811 42
663 412 28
117 957 86
416 556 23
624 63 68
415 296 34
154 422 21
597 336 46
949 512 13
523 245 32
208 467 43
901 482 8
580 599 65
866 367 21
640 343 85
507 759 33
192 265 55
264 214 44
909 515 56
522 39 53
853 599 20
348 500 55
607 432 6
471 298 74
244 938 17
80 797 28
564 342 46
471 606 12
66 516 28
821 390 19
525 595 70
696 295 22
350 902 54
956 374 53
281 970 43
597 50 93
377 966 35
774 437 93
385 503 9
864 676 51
382 553 47
203 250 42
524 600 45
278 556 71
682 837 41
376 787 43
868 516 9
54 290 99
847 675 54
507 892 83
558 274 36
204 830 86
145 354 39
341 984 95
911 666 85
803 43 24
97 263 40
6 318 30
56 165 57
961 672 49
895 230 76
31 786 58
768 932 12
106 625 97
353 889 15
789 692 58
12 790 22
751 148 40
132 556 57
540 517 81
841 765 12
768 796 98
525 916 82
636 375 60
84 728 49
199 517 41
708 529 83
481 632 31
572 116 87
828 8 57
109 849 22
972 617 70
621 494 38
555 483 13
114 919 41
562 118 10
702 179 39
985 660 23
767 585 91
106 413 100
314 874 49
287 198 19
408 820 65
445 375 48
858 489 68
350 403 38
360 105 69
250 442 30
125 562 67
115 668 32
114 334 7
315 621 57
485 381 77
149 826 4
297 36 45
716 739 48
605 99 6
674 701 100
755 178 62
421 294 82
852 760 16
510 427 89
367 912 70
395 414 49
151 63 37
395 779 76
395 384 27
500 58 29
399 165 59
213 586 53
694 791 66
862 301 93
2 20 58
524 416 72
872 567 35
960 314 66
436 709 50
362 561 61
342 313 78
501 526 65
305 220 56
222 434 57
215 437 78
824 313 46
495 537 65
581 497 31
446 933 41
47 648 54
707 990 67
885 843 93
1 501 66
908 723 100
116 290 89
345 114 54
990 609 91
906 190 89
137 636 22
77 684 70
282 743 13
449 980 56
141 333 57
758 241 81
810 358 71
298 703 86
452 46 47
494 952 90
682 89 26
804 518 62
925 801 58
37 250 90
993 743 24
801 502 17
981 312 27
804 962 31
741 766 29
287 261 81
728 295 23
806 99 41
567 25 42
776 414 44
318 407 40
193 561 42
309 542 6
136 698 20
18 439 39
298 79 52
178 807 47
500 965 99
693 533 24
686 661 38
930 979 98
269 524 59
462 186 53
319 322 4
490 692 95
428 990 26
331 520 34
178 373 99
476 66 84
151 104 98
240 34 29
89 655 54
147 469 40
452 788 14
455 279 58
601 59 100
827 391 72
212 921 45
210 397 63
446 900 20
695 140 54
275 230 62
380 729 31
319 533 72
284 340 3
293 942 62
292 769 5
516 981 26
112 543 75
127 341 75
246 36 68
751 312 98
912 44 79
895 364 65
666 0 5
68 646 47
881 290 68
86 806 49
211 919 93
86 46 86
212 644 75
479 395 39
328 308 83
907 203 99
723 869 100
527 289 46
626 170 88
845 256 95
694 820 66
438 258 64
523 470 8
997 950 3
135 278 11
670 537 66
568 260 87
467 140 76
364 118 99
552 963 7
898 9 27
163 447 85
178 323 8
485 672 58
187 160 36
550 830 26
467 398 38
254 218 78
681 934 48
279 838 12
486 88 21
864 603 21
501 781 96
608 266 20
665 806 32
352 356 14
577 823 65
415 429 35
744 111 69
192 742 60
603 228 48
375 445 52
947 946 33
194 554 100
114 219 58
545 923 14
511 501 89
875 268 71
809 12 82
29 556 76
88 511 5
236 887 50
339 186 96
871 381 2
22 847 21
979 744 44
644 255 97
485 130 65
755 291 30
488 321 86
963 409 98
19 997 37
520 336 23
967 560 56
968 934 3
188 914 48
684 910 3
32 747 86
297 502 77
278 342 98
815 306 8
864 677 57
800 198 94
275 165 6
130 134 40
185 674 6
632 710 17
686 743 64
871 392 19
700 670 61
497 485 19
56 350 97
613 502 95
858 129 12
663 260 46
754 797 73
760 429 83
28 115 26
691 339 18
561 39 40
422 888 26
292 945 28
488 910 82
234 120 12
146 135 24
543 889 21
615 649 2
398 677 69
275 721 8
193 282 99
132 56 88
909 349 85
388 189 95
370 776 15
833 922 50
556 465 91
76 433 93
729 183 22
497 458 43
605 3 78
455 488 86
842 749 87
526 138 29
472 860 5
538 693 27
739 601 44
830 677 29
922 758 12
395 255 23
238 212 78
67 668 18
304 862 20
891 741 10
19 213 70
923 752 15
101 843 16
744 673 45
525 947 3
136 343 58
910 933 23
40 352 91
657 656 53
376 899 94
585 918 60
6 193 64
120 294 7
187 391 81
931 268 80
785 756 75
543 667 8
865 707 12
207 716 69
411 93 68
5 30 39
516 37 32
779 509 79
885 697 22
17 980 42
97 766 98
223 661 65
931 878 24
694 85 41
762 496 86
82 853 68
320 369 5
103 148 67
533 34 64
706 51 96
147 500 62
345 724 23
209 7 1
485 701 86
125 816 35
562 898 88
29 218 58
886 673 58
252 207 92
667 913 96
62 61 48
576 758 24
398 319 83
451 804 37
588 281 53
222 843 51
62 225 21
271 111 94
628 715 53
372 734 19
519 148 32
518 724 90
242 475 9
324 926 66
812 514 47
764 89 43
966 503 68
738 774 31
184 754 98
836 126 32
754 997 80
85 516 57
526 110 32
935 786 10
852 599 76
698 363 65
92 682 68
711 420 94
441 956 49
590 793 27
121 899 25
153 985 41
261 511 3
492 798 89
1 650 88
728 701 4
193 793 86
512 857 58
606 650 15
454 241 60
780 714 59
456 867 96
648 128 60
950 972 10
39 325 13
726 54 14
129 599 59
566 111 16
776 69 67
942 875 8
901 656 22
111 464 42
307 113 22
718 63 47
927 102 24
139 181 78
52 662 29
463 581 93
378 357 62
296 299 38
103 552 46
977 663 10
70 322 23
291 40 87
189 968 41
413 459 74
42 864 37
271 327 18
963 57 27
724 354 78
713 809 30
358 786 45
468 208 68
42 852 60
680 41 28
421 454 40
694 497 4
982 120 83
499 83 40
77 159 94
954 873 56
735 231 42
180 51 3
299 446 55
458 126 96
938 899 3
877 594 52
32 928 72
514 780 55
405 857 66
651 812 39
706 899 23
899 79 26
301 378 72
555 837 99
203 775 98
305 652 44
608 684 73
679 550 53
185 955 62
850 606 74
389 312 74
863 212 5
388 865 84
360 421 73
458 624 48
807 281 52
103 889 88
327 920 90
979 105 45
840 307 4
866 48 16
791 911 80
147 300 46
530 660 19
454 470 95
153 629 76
856 732 17
595 59 89
884 390 94
481 583 53
684 801 2
199 592 13
631 739 13
928 622 25
646 428 47
340 582 77
667 438 61
235 34 73
723 270 63
316 751 98
920 435 99
221 987 43
434 618 35
298 546 9
823 192 37
169 884 71
497 551 10
558 786 96
30 509 66
244 177 18
394 97 5
992 319 92
887 105 10
873 403 8
481 578 100
869 748 36
840 597 87
601 155 25
396 537 86
813 134 63
982 528 13
587 872 84
178 111 41
388 984 44
495 465 23
147 335 23
682 527 20
121 128 28
345 524 17
783 689 3
397 672 83
109 259 56
844 437 67
684 177 4
280 25 69
102 524 56
376 206 35
247 679 63
626 377 39
895 160 29
297 557 1
580 19 12
87 215 1
705 900 79
308 180 56
729 634 80
836 362 38
471 609 70
233 588 47
872 483 59
552 780 16
904 712 87
515 799 3
267 505 55
845 813 87
152 542 21
983 379 35
21 202 44
90 435 84
888 659 67
846 211 48
713 467 12
952 982 12
54 250 17
760 447 82
646 952 77
166 935 8
400 308 10
595 750 97
379 638 57
997 836 20
396 550 88
508 502 22
419 908 72
187 668 72
768 666 24
244 184 11
451 584 20
212 531 70
409 262 9
265 260 97
36 656 47
923 164 1
145 935 61
968 122 81
591 891 47
166 487 31
677 291 67
496 503 51
65 912 13
625 529 25
22 566 82
320 841 98
473 338 34
885 659 8
318 250 51
64 417 39
347 94 82
565 590 85
667 7 50
680 985 31
656 7 49
289 679 43
87 152 81
172 390 40
379 708 43
830 124 60
120 823 6
701 389 96
137 56 55
838 88 40
69 97 99
569 386 79
911 473 83
592 997 73
283 377 33
225 207 58
936 327 81
741 380 22
488 517 31
243 356 71
334 777 68
433 346 55
211 258 80
845 202 78
518 837 7
602 415 14
459 351 93
492 93 25
913 933 42
95 528 50
366 863 27
733 648 26
839 859 84
419 56 38
348 926 75
654 529 42
519 988 94
63 832 39
987 98 72
780 193 53
930 559 16
208 645 64
833 836 75
68 255 31
505 955 58
132 609 39
173 128 79
918 191 12
756 530 10
880 311 55
532 593 67
399 801 12
562 635 48
288 703 56
718 561 11
427 693 73
665 218 1
596 137 45
7 893 27
868 125 38
922 657 31
240 56 85
203 970 20
3 258 23
58 329 84
420 756 29
392 774 48
845 370 85
841 729 30
367 949 56
557 223 65
339 464 22
923 667 44
142 670 3
417 728 32
252 501 40
781 245 14
880 90 36
764 931 17
245 651 66
500 208 90
117 547 6
438 471 73
81 965 44
335 382 24
566 635 25
906 768 71
371 648 13
559 764 97
827 9 48
45 862 56
486 979 3
391 769 26
963 850 92
558 538 74
882 104 61
58 362 29
480 86 29
993 997 93
789 824 3
236 869 65
243 707 96
797 98 65
823 414 67
814 972 5
539 854 62
252 913 24
732 745 62
861 90 59
753 879 84
7 467 5
123 62 13
218 860 63
82 683 77
501 849 50
105 740 4
166 992 69
942 725 67
803 586 57
14 691 89
697 699 8
953 174 71
917 745 83
332 179 18
808 680 67
609 138 7
265 304 52
833 598 77
851 754 15
608 768 6
596 817 57
755 122 84
625 40 29
707 724 8
824 532 41
78 201 8
734 252 93
333 380 97
439 446 5
207 203 53
24 660 8
146 995 86
538 723 93
262 982 70
147 922 64
641 352 65
400 87 69
344 772 1
140 211 47
544 418 51
248 794 63
356 292 10
441 183 33
585 797 67
906 944 42
370 937 94
386 337 81
7 682 5
359 822 16
158 719 34
160 967 80
174 675 73
183 468 56
267 54 53
333 960 50
674 682 87
720 421 25
852 780 59
757 139 33
872 297 52
758 809 72
437 983 99
761 166 68
268 433 22
573 119 34
822 793 69
8 865 90
884 718 22
794 475 61
527 699 11
330 457 20
453 247 4
252 8 70
519 629 56
192 202 75
177 24 20
845 384 86
286 621 56
507 767 31
220 646 30
230 977 40
49 782 87
204 386 47
526 905 28
281 449 30
507 627 6
878 824 43
763 111 16
70 970 83
852 190 30
334 420 59
273 822 93
811 26 80
709 552 85
237 185 87
318 44 14
424 923 90
618 38 1
433 109 72
15 961 14
596 295 35
154 920 9
847 731 35
926 793 40
262 30 77
400 700 22
165 124 45
755 742 83
455 527 44
478 543 6
692 491 1
678 646 22
838 845 5
672 123 98
763 737 80
392 138 81
65 303 57
309 58 52
943 866 79
687 344 74
744 388 66
96 418 12
369 256 9
374 281 32
523 396 21
703 788 59
583 853 63
939 514 73
390 810 39
721 849 36
594 593 76
959 689 95
322 59 3
530 785 84
213 308 33
634 11 73
192 946 79
406 238 93
679 980 55
169 701 4
4 296 97
932 255 87
926 578 98
880 460 83
116 674 91
748 308 55
520 852 53
498 259 91
343 290 72
997 811 25
853 816 21
949 100 29
87 378 59
636 258 19
618 374 93
261 474 1
267 347 6
219 845 65
762 540 7
933 890 18
509 743 86
30 44 86
510 484 64
568 120 75
86 91 49
279 352 76
131 971 23
188 190 20
152 952 61
110 237 3
528 747 46
465 129 42
151 991 26
566 559 47
240 997 90
641 628 42
516 760 13
738 300 55
157 805 8
469 915 97
671 795 96
968 261 25
310 764 16
135 330 27
433 571 25
822 564 53
915 80 65
979 818 66
234 327 71
793 797 38
589 468 34
485 437 95
861 99 11
229 234 41
155 20 64
431 842 28
984 758 8
0 89 78
965 323 58
87 116 55
125 58 75
310 543 64
462 966 86
697 506 94
717 322 77
911 349 61
21 809 14
111 438 79
434 395 19
903 501 96
961 76 6
856 439 62
964 902 28
302 951 86
795 20 8
71 931 10
684 953 71
649 416 9
579 850 57
597 105 58
92 66 34
897 274 26
810 239 28
337 893 79
75 40 99
782 111 82
543 147 87
113 796 3
474 376 54
230 325 11
487 770 30
173 19 4
298 830 95
677 519 88
7 594 28
357 377 92
638 920 91
577 386 40
579 860 68
784 442 45
95 281 15
824 454 35
179 104 65
126 133 84
965 140 79
845 849 8
188 840 80
30 417 66
669 996 78
388 781 20
433 228 2
599 52 8
433 231 65
449 709 98
985 675 91
115 520 40
622 708 32
753 738 49
919 760 46
648 500 79
468 285 7
921 885 11
180 670 42
544 120 52
394 105 79
384 220 99
575 194 59
607 947 49
407 218 9
204 867 62
782 687 47
940 960 32
150 140 3
944 37 75
447 783 32
625 519 4
675 94 98
433 53 97
633 461 68
242 665 35
703 800 74
801 740 86
433 891 26
87 835 15
861 282 98
92 259 17
247 934 64
596 719 69
892 352 30
759 946 48
845 1 100
970 803 40
55 236 83
633 675 70
247 536 4
997 980 63
913 227 49
628 175 68
397 67 21
978 179 67
577 24 21
976 995 24
468 402 12
850 35 87
420 283 75
975 632 55
438 897 34
186 526 9
654 923 28
826 253 59
944 831 36
64 807 83
339 275 85
850 478 21
36 250 4
462 225 88
516 663 85
501 202 11
661 208 86
241 34 40
999 330 23
134 747 82
616 86 10
501 289 88
421 325 38
976 788 15
163 656 79
247 510 33
210 171 41
95 764 27
586 764 57
260 898 4
742 515 43
203 368 32
790 789 9
979 117 49
393 632 58
823 231 68
455 441 91
295 889 56
521 827 72
430 88 70
85 182 37
827 385 57
210 527 98
919 506 15
767 251 99
976 75 31
343 882 72
586 178 61
593 51 41
364 833 81
385 919 63
274 746 100
530 309 27
280 228 85
794 347 88
293 324 15
375 19 98
546 605 28
959 550 79
199 914 65
879 652 84
93 926 82
692 808 91
170 88 19
506 235 19
93 880 43
108 255 62
357 153 20
784 112 70
614 663 85
278 894 89
861 987 15
895 31 75
885 201 64
456 59 51
374 153 31
968 613 86
229 970 39
800 754 4
570 368 67
606 999 62
294 860 1
260 107 33
34 993 86
249 449 46
699 175 51
29 143 64
966 724 86
57 525 40
260 95 60
478 53 11
239 347 24
692 959 31
824 345 24
861 595 25
606 646 100
208 676 95
423 994 20
608 51 45
899 311 92
911 142 97
921 381 44
144 425 55
475 249 100
150 463 47
275 421 94
926 630 70
73 53 16
592 662 68
988 561 31
831 824 73
727 746 7
322 890 32
876 365 34
127 868 97
974 143 18
467 421 48
988 494 54
503 438 16
70 778 29
653 609 54
25 336 52
131 10 42
15 886 60
148 14 28
96 340 23
113 807 96
113 795 43
166 298 81
233 721 60
213 374 69
18 399 58
569 883 68
363 250 7
522 398 73
901 846 13
775 959 20
70 424 15
212 590 65
145 175 86
504 741 12
824 759 64
481 681 99
501 44 49
407 918 99
679 171 45
291 946 4
62 368 29
628 933 71
492 78 99
430 934 40
741 758 51
804 592 32
454 93 28
2 852 98
300 883 69
444 174 67
900 588 36
428 216 21
250 60 99
600 490 33
691 584 43
542 740 35
425 195 80
705 197 32
902 498 15
271 294 41
937 194 81
324 974 97
644 225 58
394 177 100
726 869 84
521 763 25
555 540 72
387 245 69
70 148 19
637 771 14
377 60 8
58 737 83
306 381 60
263 128 37
415 206 58
798 727 73
274 635 14
945 22 11
814 92 59
884 729 82
897 459 95
457 869 32
639 175 65
750 791 93
38 206 100
548 356 79
820 631 14
633 576 88
44 742 81
954 979 62
988 876 73
82 685 42
913 676 70
829 426 13
874 817 71
773 365 27
103 185 58
717 171 87
56 567 81
136 521 60
650 861 89
622 943 74
816 208 51
185 38 29
49 264 46
119 389 11
545 492 97
955 561 20
941 618 87
373 106 60
433 756 22
721 731 17
694 547 26
696 84 16
125 133 80
370 252 21
333 797 13
481 752 75
800 45 93
686 419 99
797 852 8
770 925 39
687 971 86
164 668 70
31 145 3
162 867 55
682 200 4
694 681 9
620 833 6
812 519 25
463 669 29
870 439 6
360 126 78
45 290 98
166 673 95
68 835 62
574 517 15
229 212 96
989 184 30
795 997 1
19 812 22
800 34 62
505 394 40
534 791 83
583 957 56
777 377 92
191 303 9
805 884 73
452 874 58
933 669 7
934 40 71
307 840 57
768 698 51
708 584 94
290 168 3
545 945 80
988 488 35
949 293 19
473 746 93
830 31 14
888 965 55
110 625 47
366 393 45
368 101 30
161 743 98
263 641 95
94 629 36
580 578 29
951 52 27
195 234 59
109 475 76
63 585 1
209 304 47
406 672 100
187 834 44
136 449 85
382 896 66
117 476 45
146 427 49
624 623 35
782 84 10
610 499 48
62 60 52
908 466 24
208 5 10
251 141 12
287 524 8
952 641 84
548 139 64
548 764 39
783 898 23
844 508 74
491 571 34
794 479 53
770 687 58
579 290 100
190 929 24
49 882 17
385 782 57
148 331 73
238 466 71
412 310 32
85 802 55
818 948 34
370 718 74
928 298 16
979 840 46
554 890 80
770 275 14
478 775 97
950 13 63
321 777 26
552 862 80
58 32 28
691 403 47
716 683 45
384 14 37
981 568 27
460 338 54
425 817 81
722 767 46
836 440 23
261 344 37
840 402 70
368 446 25
614 514 60
510 898 74
246 231 42
225 43 32
830 469 49
211 543 69
308 379 61
831 993 58
919 833 60
688 553 58
564 167 25
123 29 75
48 628 7
189 853 50
21 35 19
21 598 62
789 907 94
702 90 87
959 9 20
970 50 26
428 614 45
752 90 75
326 138 3
484 680 8
334 701 43
652 722 42
866 864 49
459 918 91
45 877 100
816 199 2
141 627 69
986 731 59
860 410 49
714 894 29
421 580 82
163 233 57
856 451 73
456 910 91
146 307 20
198 123 19
299 265 99
367 603 30
877 463 92
526 529 39
206 950 19
940 465 4
396 322 55
68 778 17
658 277 24
829 475 48
847 774 65
845 142 68
927 371 83
418 249 12
508 808 62
179 748 79
82 144 53
789 564 32
757 574 9
681 403 36
80 250 10
744 96 4
363 23 76
445 793 77
56 302 85
969 481 33
699 915 29
752 56 93
583 814 67
43 495 22
330 927 73
39 671 69
595 386 44
522 831 37
698 239 91
683 560 24
767 259 40
996 11 96
140 946 62
859 989 9
980 319 36
352 711 59
172 306 45
367 828 28
4 878 67
646 913 27
770 681 87
809 29 98
256 169 45
870 28 86
978 361 58
14 713 21
424 238 27
869 605 7
496 961 37
715 608 51
141 378 84
179 539 65
877 147 34
873 17 15
210 348 76
867 362 41
587 138 79
965 7 37
523 856 98
960 571 6
662 64 36
45 244 27
809 473 75
94 698 44
760 908 92
787 128 6
528 715 45
858 33 4
794 556 60
44 868 83
549 530 100
137 575 44
263 736 69
537 183 67
533 943 75
524 731 3
230 611 71
426 821 4
629 968 12
41 12 81
375 913 11
774 50 39
769 666 27
237 203 10
755 88 54
182 613 37
736 195 48
6 973 69
661 602 37
225 995 1
305 723 15
267 497 17
805 267 83
784 856 39
593 964 27
698 146 92
534 882 87
333 241 12
954 254 15
542 479 62
143 136 85
657 404 35
573 561 54
508 345 10
646 291 26
872 989 72
64 876 7
802 209 100
514 163 54
180 706 86
841 201 22
578 210 78
812 783 92
665 291 37
726 289 80
752 162 22
275 578 98
681 380 59
680 894 75
286 426 33
723 268 34
944 198 44
274 10 79
165 27 23
711 633 58
873 206 34
451 303 15
184 961 48
430 487 86
857 719 9
477 152 5
675 795 31
37 926 96
64 348 2
169 59 87
27 285 93
160 736 96
326 272 9
173 703 97
10 560 68
218 389 21
75 64 68
205 453 94
853 517 42
254 686 54
640 713 39
232 225 27
479 552 100
39 77 3
87 88 15
855 658 4
775 85 20
194 291 73
188 144 42
881 750 80
634 390 94
672 974 71
799 453 23
550 844 53
4 932 41
370 787 51
773 914 37
944 108 80
216 648 76
709 530 26
888 516 68
133 189 42
604 340 95
978 242 39
430 246 23
970 616 62
873 741 76
861 685 37
140 253 37
267 962 19
144 202 36
411 336 77
652 940 17
698 918 59
588 349 57
411 671 73
724 896 14
600 757 51
288 249 4
624 868 18
843 12 20
930 423 56
206 427 48
822 125 19
32 66 20
488 829 91
912 553 40
77 505 97
927 793 99
382 770 67
151 965 80
122 895 55
430 453 83
677 627 60
195 659 26
414 499 7
657 763 61
148 840 66
44 119 12
894 501 34
261 4 51
992 126 46
498 556 51
80 234 78
492 781 37
969 548 88
276 557 3
488 705 43
205 101 62
716 996 15
701 609 19
651 953 45
848 451 54
498 532 88
775 376 21
63 345 21
202 621 78
104 109 35
198 315 89
411 383 85
125 85 46
195 88 99
392 289 2
145 787 86
484 915 62
956 330 8
977 533 81
906 989 91
541 188 58
629 599 41
65 77 78
462 272 19
812 16 8
613 161 47
299 997 62
712 954 45
119 931 30
500 189 19
342 82 59
499 63 59
39 128 88
369 942 12
787 754 29
846 720 42
692 19 40
806 731 46
250 203 29
579 703 18
249 397 1
108 896 64
918 287 45
157 656 39
668 795 94
548 641 14
590 334 85
981 492 68
678 742 71
306 673 26
123 274 23
375 382 71
339 652 59
135 809 67
873 830 15
718 378 56
931 320 42
867 653 34
535 331 28
757 637 1
35 113 76
709 488 10
280 179 15
490 314 24
356 540 6
370 258 37
378 542 57
719 761 63
905 296 94
832 406 84
433 441 97
660 502 37
269 782 17
883 624 83
659 981 23
616 703 34
952 433 28
961 505 89
623 410 38
968 242 44
951 27 37
399 687 91
688 309 74
156 544 98
938 555 31
613 172 87
546 124 72
725 437 77
313 60 87
550 381 30
545 684 9
333 436 97
624 124 58
49 280 2
98 218 58
481 183 82
919 81 58
790 806 96
167 120 8
953 22 89
334 920 74
743 253 10
191 229 34
300 278 66
601 729 36
810 210 20
191 129 1
49 919 60
696 86 80
403 392 54
492 78 74
617 173 80
826 716 9
511 16 40
476 618 21
11 780 31
730 972 12
883 373 31
842 421 70
273 824 14
726 668 92
452 285 18
431 463 34
991 974 51
182 450 21
102 462 1
584 544 73
195 779 98
78 973 19
399 598 96
112 677 64
255 129 2
924 912 65
958 255 40
8 438 90
380 892 4
180 477 1
305 672 32
802 750 58
73 501 56
168 613 33
283 221 14
684 145 26
549 455 82
388 815 72
29 195 64
485 376 41
837 681 14
320 835 16
777 908 18
833 428 83
565 712 56
779 396 54
256 297 9
989 37 25
160 419 20
224 904 48
116 93 81
681 413 69
349 191 77
166 24 58
300 941 70
8 72 18
861 681 68
169 670 5
645 831 24
317 407 80
364 875 73
797 557 87
65 906 30
593 424 6
550 76 99
571 84 72
341 945 53
408 467 75
864 112 6
388 429 65
519 146 41
392 943 50
30 8 56
211 601 32
416 504 60
914 427 45
837 768 42
441 528 9
716 393 74
173 133 55
390 652 1
130 396 96
779 426 56
686 989 10
369 405 14
128 672 41
324 861 62
466 655 90
74 371 83
499 896 16
354 286 69
706 768 65
354 899 44
9 585 33
618 306 91
83 787 15
976 111 76
637 577 83
178 4 54
761 503 3
828 209 89
548 916 10
313 622 9
208 631 47
92 602 53
382 37 40
696 13 4
224 2 81
406 533 37
312 294 41
466 474 2
906 23 70
115 336 92
224 896 76
270 988 78
974 723 15
466 771 81
69 995 35
601 754 68
138 418 14
530 884 89
131 790 64
1 258 52
844 482 48
319 104 36
748 430 59
863 896 83
695 317 78
881 919 84
601 57 2
614 587 38
454 70 81
317 71 39
868 268 21
667 587 77
455 336 7
965 551 56
247 598 73
525 831 44
260 432 1
414 399 40
451 205 11
631 875 34
69 743 2
341 763 42
69 218 30
228 183 33
283 431 83
7 308 14
651 568 47
703 982 98
343 786 3
53 417 78
186 839 74
588 180 37
281 250 7
310 478 90
242 113 21
124 120 81
837 123 2
335 827 36
232 522 22
687 575 40
16 113 31
89 701 11
277 982 13
683 644 43
625 886 56
997 362 29
678 552 4
279 887 83
566 472 5
288 511 80
779 527 94
109 969 47
971 246 82
84 282 26
378 907 65
434 904 79
314 934 31
317 565 71
500 132 95
204 420 6
836 551 85
581 660 54
379 631 53
512 67 35
290 446 94
306 232 50
684 898 85
615 215 2
137 67 34
131 624 6
988 812 57
724 745 69
78 124 1
30 637 20
616 927 18
109 233 2
210 269 100
894 236 68
848 373 35
581 856 11
87 196 23
495 921 68
564 351 45
616 381 82
735 349 61
5 810 46
858 20 67
258 267 4
577 115 77
611 696 86
974 135 82
796 631 55
716 547 6
760 163 39
793 250 88
105 255 50
650 466 71
816 724 90
571 301 5
700 264 53
685 238 41
218 387 24
673 103 71
830 215 34
369 8 36
608 113 44
658 115 10
80 283 86
769 855 87
573 555 3
777 592 94
117 810 81
792 835 36
662 666 51
47 35 11
683 643 24
926 653 91
987 733 74
